24,-63.438,4.133771885,-63.438,4.133771885
48,-61.294,2.981933936,-65.602,4.489807346
72,-62.768,5.879597775,-61.486,1.696490495
96,-61.312,3.632157761,-60.95,4.693857689
120,-62.64,5.705317695,-64.832,4.049422181
144,-61.956,6.817124027,-66.22,4.278387547
168,-62.238,6.808878028,-63.846,3.450584009
192,-62.022,7.700715551,-60.11,5.748499804
216,-60.09,3.430335261,-60.514,2.562553414
240,-58.546,6.134922982,-62.632,5.155935415
264,-58.322,8.319036603,-63.244,3.381039781
288,-58.54,4.409467088,-59.332,1.977098885
312,-59.866,2.833077832,-55.884,4.334896769
336,-56.952,7.651259373,-58.844,5.068567845
360,-54.62,5.326696913,-59.636,6.160197237
384,-52.934,5.334044432,-59.564,2.90165987
408,-50.488,8.151212793,-58.444,1.12342334
432,-49.346,8.905662805,-58.492,3.488268912
456,-46.284,5.340864162,-56.962,2.802957367
480,-45.27,7.338187787,-58.642,3.822364451
504,-44.908,7.651357396,-58.868,2.221569265
528,-38.316,7.059651549,-56.854,4.180404287
552,-37.68,7.438534802,-58.98,2.131795018
576,-41.028,8.040909153,-57.694,0.903371463
600,-38.628,9.186257127,-55.926,2.991985963
624,-37.8,7.785618151,-54.092,3.583513639
648,-37.002,7.879211255,-55.238,5.204764164
672,-33.924,10.35919785,-57.042,4.104682692
696,-29.822,11.07305604,-55.592,4.540965756
720,-32.188,15.11038947,-55.234,2.638196354
744,-29.268,12.40447782,-54.016,5.465133118
768,-29.786,12.99074209,-54.39,3.872040806
792,-28.918,12.52691582,-54.018,3.420492655
816,-27.064,11.10989784,-53.826,3.401085121
840,-23.042,8.081217111,-52.258,2.826680031
864,-21.318,5.442037302,-55.766,3.4529596
888,-19.252,3.510180907,-49.824,2.550437217
912,-19.258,3.508542432,-51.828,3.324630807
936,-19.132,3.398863045,-54.402,4.829499974
960,-19.372,3.622218933,-52.862,1.814902201
984,-19.12,3.392189558,-49.216,6.247361843
1008,-19.132,3.398863045,-47.838,1.397039727
1032,-19.124,3.39258456,-50.138,2.907614142
1056,-19.124,3.39258456,-52.096,5.212535851
1080,-19.538,3.85765084,-51.964,4.512020612
1104,-19.124,3.39258456,-46.756,2.985277207
1128,-19.124,3.39258456,-50.272,2.615849766
1152,-19.124,3.39258456,-47.908,2.202627976
1176,-19.124,3.39258456,-50.588,2.961371304
1200,-19.124,3.39258456,-47.316,5.07428123
1224,-19.61,2.964051282,-48.822,1.198903666
1248,-19.124,3.39258456,-44.92,3.624465478
1272,-19.124,3.39258456,-46.244,3.955322996
1296,-19.124,3.39258456,-45.468,2.715873708
1320,-19.124,3.39258456,-46.444,4.188971234
1344,-19.124,3.39258456,-43.638,5.308038244
1368,-19.124,3.39258456,-45.57,2.689823414
1392,-19.124,3.39258456,-45.948,6.994488545
1416,-19.124,3.39258456,-46.336,1.959395315
1440,-19.124,3.39258456,-46.19,2.849043699
1464,-19.124,3.39258456,-45.196,2.012269863
1488,-19.124,3.39258456,-43.908,3.25811602
1512,-19.124,3.39258456,-42.464,3.433515691
1536,-19.124,3.39258456,-45.156,3.196322887
1560,-19.124,3.39258456,-44.666,5.201425766
1584,-19.124,3.39258456,-40.882,3.287494487
1608,-19.124,3.39258456,-44.566,2.151773687
1632,-19.124,3.39258456,-43.826,4.067416871
1656,-19.132,3.398863045,-39.51,2.544690551
1680,-19.124,3.39258456,-40.442,5.33863934
1704,-19.124,3.39258456,-41.216,4.810309761
1728,-19.134,3.400445559,-41.104,2.322332879
1752,-19.124,3.39258456,-40.438,1.852125806
1776,-19.124,3.39258456,-39.638,3.400260284
1800,-19.124,3.39258456,-40.202,4.500207773
1824,-19.124,3.39258456,-42.21,2.335315824
1848,-19.124,3.39258456,-40.654,6.736236338
1872,-19.124,3.39258456,-40.588,4.344964902
1896,-19.124,3.39258456,-38.81,2.889766427
1920,-19.124,3.39258456,-38.012,1.923322646
1944,-19.124,3.39258456,-36.992,4.841329363
1968,-19.124,3.39258456,-37.928,1.451850543
1992,-19.124,3.39258456,-35.85,2.935370505
2016,-19.124,3.39258456,-36.498,2.258300246
