24,-54.766,4.054094227,-54.766,4.054094227
48,-53.252,3.873457112,-57.444,4.787304043
72,-53.282,6.017326649,-52.776,1.91329036
96,-52.862,4.409577077,-53.95,4.010162091
120,-52.658,4.734719633,-57.03,4.760750991
144,-54.304,5.179153406,-57.428,3.474351738
168,-52.064,5.968339803,-54.804,3.5737977
192,-54.554,4.690994564,-51.136,6.120954174
216,-51.322,5.217688185,-50.452,2.215044018
240,-52.916,4.401900726,-52.042,2.637644783
264,-48.558,4.597860372,-54.128,2.487331904
288,-50.646,5.607328241,-50.558,3.071265212
312,-49.318,4.55590496,-46.814,4.334458444
336,-49.682,7.213852646,-49.558,4.511149521
360,-47.564,7.102304556,-50.288,4.138250838
384,-45.388,8.011081076,-49.002,1.037675286
408,-41.45,8.10425814,-49.946,1.472660857
432,-42.242,6.240678649,-48.624,5.203905264
456,-40.524,12.57253873,-47,4.083362585
480,-41.254,6.992995066,-49.094,3.049144142
504,-39.184,12.23345127,-46.694,2.55678118
528,-38.322,11.12207355,-44.964,3.198957643
552,-34.536,10.46523913,-46.512,2.034642475
576,-35.094,15.51132425,-46.302,3.283217934
600,-29.054,14.02748481,-42.288,2.327954037
624,-25.698,13.10317786,-40.18,4.073683837
648,-23.388,16.52034261,-43.382,6.075649759
672,-21.484,17.15186375,-41.626,4.012316039
696,-17.922,12.12662649,-41.886,6.583576536
720,-15.42,10.5004238,-39.262,2.738488634
744,-13.202,7.997116355,-35.738,3.657351501
768,-11.16,4.123517916,-38.562,2.281177328
792,-10.136,1.627599459,-36.73,4.527129333
816,-9.9,1.37277092,-36.87,2.329624433
840,-9.892,1.562088346,-33.928,3.877779004
864,-9.822,1.367249063,-36.382,3.777574619
888,-9.794,1.362545412,-33.616,2.197300617
912,-9.794,1.362545412,-33.824,4.743008539
936,-9.794,1.362545412,-33.99,3.644831958
960,-9.956,1.695016224,-30.07,1.862458053
984,-9.794,1.362545412,-30.518,3.620327333
1008,-9.794,1.362545412,-29.566,0.564915923
1032,-9.806,1.362545412,-28.938,3.489028518
1056,-9.794,1.362545412,-28.772,2.550680301
1080,-9.794,1.362545412,-30.03,3.151515508
1104,-9.794,1.362545412,-27.842,2.335073875
1128,-9.794,1.362545412,-26.202,3.718893653
1152,-9.794,1.362545412,-25.126,1.264211217
1176,-9.794,1.362545412,-25.922,2.107111767
1200,-9.794,1.362545412,-23.17,1.980290383
1224,-10.272,1.586243991,-23.878,2.90302773
1248,-9.794,1.362545412,-21.626,2.135609983
1272,-9.794,1.362545412,-22.28,1.917068074
1296,-9.794,1.362545412,-22.626,0.743458136
1320,-9.794,1.362545412,-20.24,1.209648709
1344,-9.794,1.362545412,-21.096,2.529867585
1368,-9.794,1.362545412,-20.116,1.797617868
1392,-9.794,1.362545412,-20.954,1.709672483
1416,-9.794,1.362545412,-19.218,2.120311298
1440,-9.794,1.362545412,-19.018,1.798310318
1464,-9.794,1.362545412,-18.312,1.693936244
1488,-9.794,1.362545412,-17.882,1.010331629
1512,-9.794,1.362545412,-17.574,1.595471717
1536,-9.794,1.362545412,-17.85,2.123734918
1560,-9.794,1.362545412,-16.906,1.533795945
1584,-9.794,1.362545412,-16.55,1.893343603
1608,-9.794,1.362545412,-16.946,1.734655585
1632,-9.794,1.362545412,-15.522,1.13435885
1656,-9.794,1.362545412,-15.542,1.498455872
1680,-9.794,1.362545412,-15.744,0.912047148
1704,-9.794,1.362545412,-14.808,1.54827969
1728,-9.794,1.362545412,-15.358,1.578581642
1752,-9.794,1.362545412,-14.658,1.66624428
1776,-9.794,1.362545412,-14.404,0.772741872
1800,-9.794,1.362545412,-14.488,1.157397944
1824,-9.794,1.362545412,-14.262,1.298487582
1848,-9.794,1.362545412,-13.966,0.812268429
1872,-9.794,1.362545412,-13.67,2.082486495
1896,-9.794,1.362545412,-13.002,2.102122737
1920,-9.794,1.362545412,-13.242,1.727648691
1944,-9.794,1.362545412,-13.004,1.550880395
1968,-9.794,1.362545412,-12.962,2.192503136
1992,-9.794,1.362545412,-12.178,1.814791999
2016,-9.794,1.362545412,-12.476,1.698670068
