24,-49.638,4.005155428,-49.638,4.005155428
48,-48.316,4.383449555,-52.354,4.813556897
72,-47.814,5.328956746,-47.34,2.040196069
96,-47.706,3.494464194,-48.884,4.285776476
120,-47.56,2.631111932,-52.176,3.189260102
144,-47.224,5.332539733,-52.156,4.260097417
168,-47.642,6.405573355,-50.696,3.352384226
192,-49.222,4.228039735,-47.07,5.792503776
216,-46.994,3.241092408,-46.142,1.894061773
240,-45.81,4.396384879,-47.336,2.807646701
264,-45.75,6.592977324,-48.576,4.497513758
288,-43.82,4.271375657,-45.458,1.121926914
312,-43.8,7.761723391,-43.196,3.577286681
336,-44.566,4.851528625,-45.458,4.693577527
360,-42.078,6.619061112,-46.57,3.808943423
384,-38.996,4.515521011,-45.256,1.1279539
408,-34.866,4.619094067,-45.926,2.748013828
432,-34.044,5.899244019,-44.862,3.470687252
456,-33,6.605456078,-42.982,2.261950486
480,-34.078,6.783927329,-45.142,3.758805661
504,-33.666,9.808347465,-45.96,1.9198177
528,-29.692,5.597782597,-40.882,2.054645955
552,-30.336,8.335858084,-42.534,2.449424422
576,-25.28,8.151726811,-42.984,2.112470118
600,-20.33,5.296635725,-40.792,2.115554301
624,-15.166,4.681648214,-39.608,2.901597836
648,-13.174,4.038029222,-41.562,6.829478018
672,-11.48,2.463909495,-41.318,4.781445388
696,-11.232,2.384139258,-41.928,5.716919625
720,-11.158,2.439932376,-39.386,2.647306178
744,-11.088,2.368938581,-40.4,4.580529445
768,-11.1,2.431573565,-40.246,2.907650254
792,-11.196,2.250706556,-39.816,5.390485136
816,-11.04,2.355684614,-38.684,3.005907517
840,-11.058,2.387712294,-37.666,4.436606812
864,-11.058,2.387712294,-41.16,3.13600861
888,-11.06,2.390156899,-35.604,3.373993183
912,-11.058,2.387712294,-37.444,3.848867366
936,-10.384,2.01075359,-38.47,4.619734841
960,-10.428,2.003189956,-36.476,1.779671318
984,-10.336,2.024433254,-35.026,5.17887343
1008,-10.326,2.036953608,-34.286,1.958782785
1032,-10.32,2.030233977,-35.848,3.262578735
1056,-10.32,2.030233977,-35.698,6.593699265
1080,-10.32,2.030233977,-37.86,5.245817381
1104,-10.32,2.030233977,-32.268,4.303169762
1128,-10.32,2.030233977,-34.732,1.421713755
1152,-10.32,2.030233977,-31.32,4.217600028
1176,-10.32,2.030233977,-34.722,5.99135377
1200,-10.32,2.030233977,-32.864,4.792919778
1224,-10.806,1.606620677,-33.138,3.210306839
1248,-10.32,2.030233977,-30.858,2.128255154
1272,-10.32,2.030233977,-29.8,2.500819866
1296,-10.32,2.030233977,-30.732,2.383887581
1320,-10.32,2.030233977,-31.24,3.704011339
1344,-10.32,2.030233977,-30.154,4.414502237
1368,-10.32,2.030233977,-29.982,3.296266069
1392,-10.32,2.030233977,-29.542,4.774617262
1416,-10.32,2.030233977,-30.612,4.587534196
1440,-10.32,2.030233977,-31.748,4.509198377
1464,-10.32,2.030233977,-29.55,3.315727673
1488,-10.32,2.030233977,-30.794,4.827165835
1512,-10.32,2.030233977,-26.592,4.949400974
1536,-10.32,2.030233977,-30.51,3.496333794
1560,-10.32,2.030233977,-30.628,3.330836231
1584,-10.32,2.030233977,-29.022,3.340377224
1608,-10.32,2.030233977,-29.748,2.717944076
1632,-10.32,2.030233977,-28.944,3.827463912
1656,-10.32,2.030233977,-27.232,3.955410219
1680,-10.32,2.030233977,-27.614,5.348558684
1704,-10.32,2.030233977,-26.62,4.935762352
1728,-10.32,2.030233977,-27.076,4.06291521
1752,-10.32,2.030233977,-29.402,4.166961723
1776,-10.32,2.030233977,-24.19,4.151722534
1800,-10.32,2.030233977,-24.702,2.56684047
1824,-10.32,2.030233977,-27.362,4.959069469
1848,-10.32,2.030233977,-23.762,3.399017505
1872,-10.32,2.030233977,-26.326,3.589579363
1896,-10.32,2.030233977,-25.942,4.926730153
1920,-10.32,2.030233977,-25.22,3.937702376
1944,-10.32,2.030233977,-23.49,3.586133015
1968,-10.32,2.030233977,-24.748,3.796020284
1992,-10.32,2.030233977,-23.38,4.401016928
2016,-10.32,2.030233977,-23.694,5.430435526
